college_name,fees,established_on,courses_offered,class_timings,cutoff_marks,facilities,location_lat,location_lon
"Velasquez, Jackson and Johnson College",51398,1961,MBBS,8 AM - 4 PM,67,"Labs, Sports Complex, Hostels",27.76462304130879,77.3745535987992
Ponce-Lopez College,268598,1953,"B.Tech, M.Sc",9 AM - 5 PM,68,"Research Centers, Library, Labs, Hostels",33.07561595984711,80.25355644866453
"Mckenzie, Juarez and Henry College",160438,2016,"B.Sc, M.Sc, MBA",9 AM - 6 PM,61,"Labs, Library",35.529681825215576,74.50543262366311
Lopez Ltd College,228446,1997,MBA,9 AM - 5 PM,80,"Hostels, Gym",19.099995055582163,93.60983329042215
Buchanan PLC College,196737,1975,"MBBS, M.Tech, B.Tech",9 AM - 3 PM,79,"Library, Gym, Labs",35.903713860587885,89.53872511837781
Walsh-Rosario College,67588,2017,"M.Sc, MBA, B.Tech",9 AM - 6 PM,78,"Research Centers, Library, Sports Complex, Labs, Cafeteria",32.12629638116695,78.48991797506022
Barber-Taylor College,226339,1970,Ph.D,9 AM - 5 PM,68,"Library, Gym, Research Centers, Cafeteria, Hostels",26.855794520329653,82.14118570494851
Garcia LLC College,72038,1999,"MCA, B.Sc, MBBS",9 AM - 4 PM,72,"Research Centers, Cafeteria, Gym, Hostels, Library",9.622440106957258,82.8215200093232
Landry Ltd College,219575,1997,"BBA, B.Tech, MCA",10 AM - 3 PM,66,"Cafeteria, Research Centers, Library, Hostels",20.51595120246631,90.10968811210054
"Howell, Williams and Johnson College",159280,1978,M.Sc,10 AM - 4 PM,69,"Labs, Cafeteria, Hostels",21.79023295961302,71.79632345468164
"Smith, Schneider and Golden College",227208,1955,"BCA, M.Tech",10 AM - 3 PM,72,"Gym, Cafeteria, Hostels, Library",36.93659600026233,86.8835491219519
Lee LLC College,212680,2006,"MBA, Ph.D, M.Sc",8 AM - 4 PM,73,"Gym, Labs, Research Centers, Library, Cafeteria",25.42269318027558,90.57141845063583
"Andrews, Saunders and Barker College",199390,1996,"MCA, M.Tech, M.Sc",10 AM - 3 PM,72,"Hostels, Labs, Sports Complex, Library, Gym",12.966510332262779,88.54882171926873
Nelson-Bates College,73165,1995,"B.Tech, MBBS, M.Sc",10 AM - 3 PM,74,"Sports Complex, Hostels",26.427484769825806,75.99761536291962
Diaz Ltd College,127980,1970,B.Sc,8 AM - 6 PM,95,"Labs, Library, Gym, Sports Complex",26.18930518288441,95.45978033035246
White-Torres College,31255,2001,"M.Tech, BBA",10 AM - 3 PM,89,"Sports Complex, Labs",29.73152080780922,73.77795390339891
Weaver Ltd College,267632,2009,MCA,9 AM - 4 PM,82,"Cafeteria, Hostels, Library, Sports Complex",8.781399471548248,79.55144470189555
Ellis-Burke College,95780,1981,"M.Sc, MCA",8 AM - 4 PM,64,"Library, Hostels, Cafeteria, Research Centers",28.09241567570732,76.8208336988855
"Jones, Bender and Ho College",184602,1956,BCA,9 AM - 4 PM,75,"Research Centers, Cafeteria, Library, Sports Complex, Gym",28.766516292642578,76.88511363336384
Newman and Sons College,212601,1970,B.Sc,10 AM - 5 PM,66,"Gym, Sports Complex, Labs, Hostels, Research Centers",11.126655640965335,96.56022337293048
"Zimmerman, Hunter and Rocha College",194927,1992,"B.Tech, BCA, BBA",10 AM - 4 PM,94,"Library, Sports Complex, Cafeteria",20.126046933967306,84.88103108711962
"Stokes, Miller and Harris College",60744,1975,"B.Tech, M.Sc, BCA",9 AM - 3 PM,63,"Labs, Sports Complex, Hostels, Research Centers",31.124506156047698,83.59681224503316
Harris-Roberts College,264333,1955,"BCA, M.Sc, MCA",8 AM - 6 PM,83,"Sports Complex, Gym, Cafeteria, Library",29.32086045136493,91.92312983867863
Butler Inc College,260098,2020,"MBBS, B.Tech",8 AM - 6 PM,71,"Research Centers, Gym",22.735442178724348,81.11987819072172
Williams PLC College,262873,1973,"BBA, MCA",8 AM - 5 PM,72,"Library, Labs",28.158863794117188,81.73379092541538
"Johnson, Rosales and Jackson College",69929,1987,"Ph.D, M.Tech",10 AM - 5 PM,66,"Cafeteria, Hostels, Library, Research Centers",29.697432393112255,80.12731680887569
Gordon-Zhang College,128919,1993,"MBA, B.Tech",8 AM - 6 PM,98,"Cafeteria, Hostels, Research Centers, Gym",26.285714836856858,81.81280652284394
Walker-Perez College,32457,1981,MBA,10 AM - 5 PM,100,"Sports Complex, Cafeteria, Gym, Hostels",30.33202162598469,71.12067667319003
Hernandez-Graham College,257541,2007,"M.Tech, B.Sc, M.Sc",9 AM - 5 PM,72,"Cafeteria, Library, Gym, Sports Complex, Research Centers",31.081352932730816,82.30226065110556
Gonzalez Group College,82001,1950,"M.Sc, MBA",9 AM - 6 PM,78,"Hostels, Gym, Sports Complex, Cafeteria",9.714034761183893,93.95505309362603
"Ramirez, Smith and Hays College",230984,1973,"M.Tech, M.Sc, BCA",9 AM - 3 PM,60,"Gym, Sports Complex",12.8668634816239,82.98078626284347
Colon-Swanson College,151357,1976,"Ph.D, B.Tech, B.Sc",9 AM - 6 PM,64,"Sports Complex, Research Centers",19.05216924129077,76.4698713896734
Davis-Rogers College,27152,1993,"B.Tech, BBA",10 AM - 6 PM,95,"Library, Hostels, Cafeteria, Sports Complex, Research Centers",15.128990246964275,81.51262723511225
Smith-Taylor College,233276,1992,M.Tech,10 AM - 5 PM,67,"Cafeteria, Labs, Library, Research Centers",8.88982381398529,91.27017494719927
Hall-Wiggins College,248180,1960,Ph.D,10 AM - 5 PM,85,"Sports Complex, Research Centers, Library, Gym, Labs",8.802953235758734,74.79076112056497
Ross and Sons College,131869,1998,B.Tech,10 AM - 5 PM,95,"Library, Labs",35.23070089256234,78.1876227676247
Payne PLC College,192054,2011,"MBBS, M.Sc",8 AM - 4 PM,60,"Labs, Library, Gym, Cafeteria",31.102194803091653,95.41232514254494
"Brennan, Moore and Alexander College",217214,1951,"B.Tech, BBA, M.Sc",8 AM - 3 PM,97,"Gym, Hostels, Research Centers",29.99192133272539,68.12858311196028
"Osborn, Reilly and Moore College",127952,1992,"BBA, Ph.D",8 AM - 3 PM,96,"Hostels, Labs, Gym",27.75523998882016,76.5917180124899
Taylor PLC College,125708,1985,"M.Tech, M.Sc, B.Sc",10 AM - 5 PM,70,"Cafeteria, Labs, Sports Complex, Research Centers",30.15675653099694,87.82731643832703
Watkins and Sons College,123025,1972,"MBBS, BBA",10 AM - 3 PM,75,"Labs, Library, Research Centers, Gym, Cafeteria",13.216014699664154,85.99727464528623
Thomas-Nguyen College,285434,1969,"MBBS, MCA",9 AM - 6 PM,80,"Sports Complex, Hostels, Research Centers, Gym",25.655574655806344,79.43155343900074
Brown-Park College,104029,1992,"Ph.D, MBBS",9 AM - 3 PM,66,"Cafeteria, Library, Research Centers",36.213834936648986,88.90390449997219
Hartman PLC College,280473,2003,"BCA, MBA, B.Sc",10 AM - 3 PM,73,"Gym, Hostels, Labs, Sports Complex",28.908108945308808,77.96236534034489
"Terrell, Walters and Martin College",69088,1992,"MCA, BBA",8 AM - 6 PM,91,"Labs, Gym",10.054490796522806,84.5563624867242
"Zimmerman, Lopez and Meza College",208851,1980,B.Sc,10 AM - 4 PM,73,"Labs, Gym",12.558052871107446,91.02783259919696
Hall PLC College,245687,2020,MBBS,8 AM - 3 PM,100,"Sports Complex, Cafeteria, Library",8.71233116639471,90.36884080652693
"Mcconnell, Grant and Graham College",210251,1989,"Ph.D, B.Sc, BBA",10 AM - 6 PM,78,"Research Centers, Labs",10.12026287344521,84.24864063142147
"Pearson, Black and Harris College",195477,2014,"Ph.D, M.Tech, B.Sc",10 AM - 6 PM,61,"Library, Sports Complex, Cafeteria, Hostels",32.01040065323461,75.14854891939173
Nichols Ltd College,273213,1972,"MBBS, Ph.D, B.Tech",10 AM - 4 PM,72,"Labs, Gym, Hostels, Sports Complex, Library",27.652317404960186,80.81259779883017
Powell Inc College,118631,1988,"MBBS, M.Tech",8 AM - 5 PM,81,"Research Centers, Hostels, Labs, Library, Sports Complex",19.18802275572749,76.2044212808658
"Short, Anderson and Schmitt College",105055,2016,"Ph.D, MBBS",8 AM - 3 PM,70,"Cafeteria, Research Centers, Gym, Labs",30.29573463527356,68.29389532964244
Flynn-Sanders College,165085,1983,BBA,10 AM - 3 PM,69,"Labs, Cafeteria, Hostels, Research Centers",16.86890974659877,75.29737358878515
West Ltd College,80050,1956,"BCA, MBA, M.Sc",8 AM - 5 PM,92,"Hostels, Sports Complex, Labs, Library",24.456167982899384,71.74247385139785
Hester and Sons College,161668,1972,"MCA, BCA, MBA",9 AM - 4 PM,93,"Labs, Gym, Research Centers, Library",10.487771961538025,75.5195866936107
Allen-Cochran College,289589,1954,"Ph.D, M.Tech",8 AM - 4 PM,89,"Labs, Hostels, Cafeteria, Research Centers, Sports Complex",36.44199116730527,89.36236828253304
Mccormick Ltd College,230811,1991,"MBBS, MCA, MBA",9 AM - 6 PM,69,"Gym, Labs, Sports Complex, Cafeteria, Hostels",32.5578955387078,69.60312882592284
"Hart, Paul and Caldwell College",24931,1978,"MCA, MBA, BBA",9 AM - 4 PM,65,"Research Centers, Hostels, Sports Complex, Labs, Gym",36.50218527567519,87.99967062057041
Carlson-Ochoa College,144623,2009,"B.Sc, Ph.D, M.Sc",9 AM - 4 PM,85,"Research Centers, Cafeteria",28.359690418845535,89.7948061693071
Anderson-Stevens College,97116,1975,"B.Tech, MCA",8 AM - 3 PM,88,"Cafeteria, Sports Complex",12.201728918923848,93.56804762379303
Smith-Stevens College,80406,2003,B.Sc,8 AM - 3 PM,70,"Labs, Research Centers, Gym",30.62569203278198,93.08750014516053
"Blair, Gomez and Fitzgerald College",195980,2002,Ph.D,10 AM - 4 PM,73,"Labs, Library",12.621027486231133,89.85910468901463
Gonzalez LLC College,291557,2015,"MBA, BCA, MCA",8 AM - 6 PM,63,"Hostels, Library, Labs, Cafeteria",8.203042551275942,72.46869737087462
Jarvis-Harris College,248938,1958,"Ph.D, BCA",9 AM - 3 PM,97,"Labs, Gym, Research Centers",24.738879357402453,71.2630461356964
Freeman Inc College,252704,1979,"MBBS, B.Sc, M.Tech",9 AM - 3 PM,92,"Sports Complex, Research Centers, Cafeteria",10.248649138462499,79.23691433599186
"Wood, Scott and Rogers College",77334,1983,MBA,8 AM - 3 PM,62,"Gym, Sports Complex, Labs, Hostels",27.51132278354585,96.46805357557578
Carter-Baxter College,74727,1955,"MCA, M.Tech",10 AM - 4 PM,90,"Library, Cafeteria",28.966283636462553,92.89226105747224
Gray PLC College,213778,1998,M.Sc,10 AM - 4 PM,98,"Hostels, Labs",30.691091687456453,75.75469688922036
"Reid, Nguyen and Stewart College",84173,2000,M.Sc,8 AM - 6 PM,95,"Research Centers, Library, Gym, Sports Complex, Cafeteria",26.243957146505075,71.11228828823299
Cohen-Snyder College,270562,1997,MCA,9 AM - 3 PM,68,"Research Centers, Labs",18.742697322391507,76.60687329879134
Carpenter Group College,271447,1959,BCA,9 AM - 4 PM,66,"Library, Hostels, Sports Complex",21.033970018008546,71.62516810920681
"Gordon, Higgins and Lopez College",266967,1987,"B.Tech, MCA",10 AM - 5 PM,62,"Gym, Cafeteria, Labs, Hostels",15.592045926141035,83.21284673582852
Norris and Sons College,105157,1998,"B.Sc, MBA",9 AM - 4 PM,64,"Research Centers, Sports Complex, Labs, Cafeteria",12.144417011482615,72.94592110730565
Lara-Smith College,164242,1957,"MBBS, M.Sc, MCA",8 AM - 6 PM,94,"Research Centers, Labs, Library, Sports Complex",36.80043986803118,81.51097084318802
Taylor-Gutierrez College,118739,1983,"MBA, B.Sc, M.Sc",10 AM - 6 PM,61,"Hostels, Sports Complex",34.03472644558873,79.32135207805686
Smith-Ross College,51553,2012,"B.Sc, BBA, Ph.D",10 AM - 3 PM,77,"Gym, Hostels, Research Centers, Cafeteria, Labs",23.261455487851556,83.69905895729833
Thompson Ltd College,236351,1960,B.Tech,9 AM - 3 PM,88,"Labs, Cafeteria, Research Centers, Sports Complex",35.13936231628625,90.1808864007084
Aguirre and Sons College,38898,1991,BBA,10 AM - 4 PM,85,"Gym, Labs, Research Centers, Cafeteria",35.68467080233777,68.84771575314485
Medina-Rhodes College,25201,1972,BBA,10 AM - 3 PM,88,"Sports Complex, Gym",23.456337224110595,72.76508532212696
Todd PLC College,58236,1984,M.Tech,9 AM - 4 PM,93,"Library, Labs",27.31728830032139,79.52037829554874
Bass LLC College,279820,2013,M.Sc,8 AM - 6 PM,71,"Library, Gym, Research Centers, Sports Complex",23.09166290064562,84.80331227939816
Brown-Howell College,209364,2015,"B.Tech, MCA, BCA",10 AM - 6 PM,67,"Research Centers, Library, Labs, Sports Complex",21.451862862977336,75.18369329130915
"Woods, Martinez and Armstrong College",196310,1965,"MCA, BBA, MBA",10 AM - 4 PM,81,"Hostels, Sports Complex, Gym, Labs",19.007392897278592,96.16223608396496
Sims LLC College,90483,1964,Ph.D,8 AM - 3 PM,68,"Labs, Cafeteria",17.80212261754768,75.31977483468168
Parks-Wood College,214827,2020,"B.Sc, B.Tech, Ph.D",9 AM - 5 PM,61,"Sports Complex, Library",23.203097478542634,86.03563520311073
Jackson-Richards College,239545,1973,"M.Sc, Ph.D",9 AM - 6 PM,64,"Cafeteria, Hostels",30.179919357042284,92.79861323863659
Morris-Santos College,259113,2015,BCA,9 AM - 6 PM,92,"Hostels, Cafeteria",29.866696168685554,73.07000501556868
Rodriguez-Page College,232804,1954,"MBA, M.Tech",10 AM - 6 PM,95,"Labs, Cafeteria, Hostels",8.477094660923878,85.13065326848002
Hodge-Keller College,279834,2017,BBA,10 AM - 5 PM,94,"Research Centers, Cafeteria, Library, Hostels",34.78362872525088,68.35136647681665
"Taylor, Reed and Curtis College",298314,1955,"MBBS, M.Tech, B.Sc",8 AM - 4 PM,75,"Research Centers, Library, Sports Complex",24.55649979551882,79.17299050342024
Burns PLC College,185740,1990,"M.Sc, MBBS",10 AM - 6 PM,86,"Gym, Research Centers",24.305029911802574,86.45307248288485
Johnson-Grant College,248435,2007,MBA,8 AM - 4 PM,76,"Research Centers, Sports Complex, Gym, Library",32.329639094769675,91.41517580270894
"Wong, Jenkins and Harris College",27938,1988,"M.Sc, BCA, M.Tech",8 AM - 3 PM,73,"Cafeteria, Sports Complex, Research Centers, Library, Gym",11.186789181708326,73.90993978631501
Williams-Lutz College,129833,1963,"B.Tech, MBBS",8 AM - 5 PM,62,"Hostels, Cafeteria, Library",11.370295135830567,75.52283883241554
"Robinson, Brown and Stark College",244061,1990,"MBBS, BCA, BBA",9 AM - 6 PM,93,"Library, Research Centers",22.681451553867614,90.64236914435297
Garcia-Stevenson College,96441,1981,"B.Sc, Ph.D",9 AM - 3 PM,77,"Cafeteria, Sports Complex, Hostels, Gym, Labs",11.66247810637886,79.17365606600242
Simmons PLC College,263455,1962,BBA,9 AM - 5 PM,74,"Sports Complex, Labs, Cafeteria, Research Centers, Gym",25.393449191181748,94.24269448025794
